cégnév;cím;email;irányítószám;lat;lng;megye;megye_label;telefon;település;tevékenységek
Kazai Lukács egyéni vállalkozó;;luxvor@gmail.com;5510;47.03019;20.94669;Békés;Békés;+36304665771;Dévaványa;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Kotroczó Zsolt egyéni vállalkozó;Arany János utca 1.;villanyklimaszerelo@gmail.com;5650;46.81445;21.01938;Békés;Békés;+36302071426;Mezőberény;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
MM Viharsarok Kft.;Magvető u.15.;mmviharsarok2022@gmail.com;5623;46.69940;21.18166;Békés;Békés;36702976697;Békéscsaba – Gerla;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Marik Attila egyéni vállalkozó;Magvető utca 15.;marik8405@freemail.hu;5600;46.69958;21.18169;Békés;Békés;+36702976697;Békéscsaba;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
SKYTECH Hűtéstechnikai Betéti Társaság;Nadányi utca 11.;skytech_bt@freemail.hu;5516;46.96005;21.08152;Békés;Békés;+3630911071006305197182;Körösladány;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Sebiklíma Hűtéstechnikai Korlátolt Felelősségű Társaság;Petőfi Sándor utca 64.;info@sebi-klima.hu;5641;46.80713;21.21631;Békés;Békés;+36702221046;Tarhos;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
TIMAVILL Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;Órgona utca.13;prokaitibor@gmail.com;5820;46.31830;20.82599;Békés;Békés;+36703967154;Mezőhegyes;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
ALFA-KLÍMA Kft.;Szeged, Szatymazi u. 7/A.;alfa-klima@alfa-klima.hu;6724;46.26534;20.13568;Csongrád;Csongrád;+36702562570,62950335;Szeged;Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Ale Benedek egyéni vállalkozó;Sebesi tanya 1;alebenedek@gmail.com;6728;46.29174;20.08594;Csongrád;Csongrád;+36308772740;Szeged;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Cool-Tech Comfort Épületgépészeti Korlátolt Felelősségű Társaság;Lengyel utca 29/B 1. em. 4.;cooltechepuletgepeszet@gmail.com;6721;46.26053;20.15155;Csongrád;Csongrád;303942935;Szeged;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
D&B FRIGO KFT.;Kapisztrán út 2.;dandb.frigo@gmail.com;6710;46.33525;20.20854;Csongrád;Csongrád;+36302652215;Szeged;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Enermen Kft.;Budapesti körút 22. A. lház. 4. em. 13.;enermenkft@gmail.com;6723;46.27156;20.16324;Csongrád;Csongrád;+36205356679;Szeged;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
KlíMAngó Kft;Táncsics M. u. 18.;info@unoheatandcool.hu;6903;46.21482;20.47464;Csongrád;Csongrád;+36301903939;Makó – Rákos;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Korda Máté egyéni vállalkozó;Tessedik Sámuel utca 1;kordamate@gmail.com;6795;46.32104;19.92649;Csongrád;Csongrád;+36304488259;Bordány;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Kovács Ferenc Sándor egyéni vállalkozó;Bethlen Gábor utca 28.;ferivill@indamail.hu;6916;46.35075;20.73577;Csongrád;Csongrád;+36304891275;Ambrózfalva;Split-klíma telepítés | Háztartási hőszivattyú telepítés
Laserpro Cam Kft.;Kristó Nagy István utca 1.;czakotam@gmail.com;6600;46.65725;20.26047;Csongrád;Csongrád;+36702092012;Szentes;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés szerviz
Lehoczki Krisztián István egyéni vállalkozó;Martonosi utca 23.;szegediklimas@gmail.coom;6725;46.23707;20.12249;Csongrád;Csongrád;+36307570826;Szeged;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV) | Kis hűtőberendezés telepítés
Megyeri Zoltán egyéni vállalkozó;Árpád utca 65;megyerivillszer@gmail.com;6763;46.27577;20.14926;Csongrád;Csongrád;+36307402554;Szatymaz;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Megújuló Magyarország Kft.;Csángó u. 41.;megujulomagyarorszag@gmail.com;6750;46.33821;20.20213;Csongrád;Csongrád;209550039;Algyő;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Monaco Klíma Kft.;Gesztenye u 18;fejes.attila@monaco-klima.hu;6791;46.27253;20.01342;Csongrád;Csongrád;+36209626575;Szeged;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Nagy-György Attila Zsolt egyéni vállalkozó;Luther Márton utca 24.;ativill01@gmail.com;6916;46.35010;20.72860;Csongrád;Csongrád;+36703738008;Ambrózfalva;Split-klíma telepítés | Háztartási hőszivattyú telepítés
P&B Smart Klíma Korlátolt Felelősségű Társaság;Dorozsmai út 46/c;pbsmarttech@gmail.com;6720;46.26679;20.10287;Csongrád;Csongrád;+36202337872;Szeged;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV)
Petiklíma Klímatechnikai Korlátolt Felelősségű Társaság;Benczúr Gy. utca 59;peti@petiklima.hu;6727;46.26504;20.18469;Csongrád;Csongrád;+36308912113;Szeged;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
SINUS-VILL Nyílászáró,- és klímatechnika-kereskedelmi, Építőipari Szolgáltató Korlátolt Felelősségű Társaság;Nagyhegy 278/B.;sinusklima@gmail.com;6600;46.66370;20.27671;Csongrád;Csongrád;+36706384323;Szentes;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Tisza Klíma Kft.;Hont Ferenc u. 5. A. lház. II. em. 7.;info.tiszaklima@gmail.com;6723;46.27520;20.14925;Csongrád;Csongrád;302628669;Szeged;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Tyukász Hűtő és Klímatechnika Kft.;Zrínyi u. 2.;klima@tyukasz.hu;6640;46.70586;20.14551;Csongrád;Csongrád;+36307680296;Csongrád;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Agromilk Kft.;Tasnádi út 48.;agromilk@agromilk.hu;8000;47.15567;18.40033;Fejér;Fejér;+3622397187;Székesfehérvár;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Alba Nord Kereskedelmi és Pénzügyi Tanácsadó Korlátolt Felelősségű Társaság;Kadocsa u. 60;albanordkft@gmail.com;8000;47.19867;18.43987;Fejér;Fejér;22500550;Székesfehérvár;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Albaidro Kft.;Föveny sor 45.;albaidro@gmail.com;8121;47.08611;18.39344;Fejér;Fejér;+36204568549;Tác;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV) | Kis hűtőberendezés telepítés
Csonka Ferenc egyéni vállalkozó;Károly János utca 5. TT;fugefrenky@gmail.com;8000;47.18842;18.41584;Fejér;Fejér;+36708814809;Székesfehérvár;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Czifra Lajos egyéni vállalkozó;Mártírok útja 91.;czifralajos111@gmail.com;2451;47.24983;18.90751;Fejér;Fejér;+36305874698;Ercsi;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Dobrádi Richárd István egyéni vállalkozó;;dobradi.ev@gmail.com;7041;46.70801;18.66966;Fejér;Fejér;+36306196904;Vajta;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
EDZSO-THERM Kereskedelmi és Szolgáltató Betéti Társaság;Szondi Köz 8.;info@edzso.hu;2451;47.24978;18.89093;Fejér;Fejér;+36302340277;Ercsi;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Elektrovill Hungary Kft.;Jókai utca 17;elektrovill.hungary@gmail.com;8142;47.13037;18.32902;Fejér;Fejér;+36309462680;Úrhida;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Energy Optimum Kft.;Petőfi u. 101;info@energyoptimum.hu;8142;47.12791;18.32457;Fejér;Fejér;+36305262178;Úrhida;Split-klíma telepítés | Háztartási hőszivattyú telepítés
Evo-cool Bt.;Petőfi Sándor utca 21.;fkiss.szerviz@gmail.com;8145;47.13878;18.24330;Fejér;Fejér;+36707701005;Nádasdladány;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Gold Klíma Kft.;Tompa Mihály u. 42.;filetoth@goldklima.hu;8000;47.20462;18.42060;Fejér;Fejér;+36209231692;Székesfehérvár;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Hűs-Hős Klíma Kft.;Petőfi utca 78.;hoshusklima@gmail.com;8081;47.32112;18.40713;Fejér;Fejér;+36202437370;Zámoly;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Kis hűtőberendezés szerviz
Innova Net-com Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;Táncsics utca 8.;info@innovacool.hu;8152;47.09162;18.34000;Fejér;Fejér;+36709419619;Kőszárhegy;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV)
InterX Számítástechnikai, Keeskedelmi és Szolgáltató Betéti Társaság;József Attila u. 37;akli.vince@gmail.com;2060;47.49263;18.64085;Fejér;Fejér;+36706330193;Bicske;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
KER-KOR Bt.;Óvoda utca 35.;bodnaristvan@fibermail.hu;2091;47.44795;18.74581;Fejér;Fejér;+36209525571;Etyek;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Kori Klíma Kft.;Arany János u. 27.;koriklima@gmail.com;2451;47.25201;18.89434;Fejér;Fejér;+36302840390;Ercsi;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
"Kvassay Zoltán egyéni vállalkozó ""Szüneteltetett vállalkozói tevékenység: 2025.01.15.""";Arany János utca 20.;z.kvassay@gmail.com;2421;46.95935;18.85597;Fejér;Fejér;+36302514827;Nagyvenyim;Split-klíma telepítés | Háztartási hőszivattyú telepítés
Laskovics Gyula egyéni vállalkozó;;laskovics.solar@gmail.com;2459;47.02011;18.93251;Fejér;Fejér;+36302272916;Rácalmás;Split-klíma telepítés | Háztartási hőszivattyú telepítés
Mácsai Tibor egyéni vállalkozó;Liget utca 41.;energoldplusz@gmail.com;8143;47.14864;18.32320;Fejér;Fejér;+36308700381;Sárszentmihály;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Pohankovics Gergely egyéni vállalkozó;Gánts Pál utca 11. 4. em. 2.;szfvklima@gmail.com;8000;47.19470;18.39231;Fejér;Fejér;0036703366728;Székesfehérvár;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Pro Dinamica Kft.;Nemes 34;prdnmc@gmail.com;8124;46.95389;18.49062;Fejér;Fejér;+36306887774;Káloz;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Pro-Therm Group Kft.;Rákóczi út 74/1.;info@pro-therm.hu;2451;47.25095;18.89134;Fejér;Fejér;+36203465034;Ercsi;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Puskás Norbert egyéni vállalkozó;Dankó u 7.;klimakomplex24@gmail.com;8152;47.09056;18.33697;Fejér;Fejér;+36204298922;Kőszárhegy;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Tóth-Fűtéstechnika Kft.;Balatoni út 125.;krisztian.feher@tfutes.t-online.hu;8000;47.16309;18.40222;Fejér;Fejér;+36304115047;Székesfehérvár;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV)
Vörösmarty Márk egyéni vállalkozó;Kossuth u. 10.;vorosmartymark@gmail.com;8143;47.15525;18.33301;Fejér;Fejér;+36203439222;Sárszentmihály;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
WONDER-COOL Hűtő-, Klímatechnikai, Fémipari, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;Berényi út 72-100.;wonder-cool@wonder-cool.hu;8000;47.20780;18.44067;Fejér;Fejér;+36705840989;Székesfehérvár;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Wattwizards Kft.;Ady Endre utca 32.;info@wattwizard.hu;8111;47.11423;18.57033;Fejér;Fejér;+36309683650;Seregélyes;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Őri Péter egyéni vállalkozó;Gárdonyi utca 24.;telennyaronklima@gmail.com;8081;47.31649;18.39868;Fejér;Fejér;+36706251072;Zámoly;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV) | Kis hűtőberendezés telepítés
Czvitkó Hűtéstechnika Kft.;Vörösmarty út 33;czvitko.balazs@gmail.com;9084;47.58202;17.75097;Győr-Moson-Sopron;Győr-Moson-Sopron;205795254;Győrság;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Energia Mentők Kft;Fő utca 144.;info@energiamentok.hu;9081;47.62677;17.63775;Győr-Moson-Sopron;Győr-Moson-Sopron;+36203243582;Győrújbarát;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
HŰTŐ-KLIMA Javító, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság;FEHÉRVÁRI ÚT 75.;hutoklima@hutoklimagyor.hu;9028;47.67797;17.67580;Győr-Moson-Sopron;Győr-Moson-Sopron;+3696429900;Győr;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Klímaglobál Kft.;Fő utca 41;info@klimaglobal.hu;9221;47.89246;17.20021;Győr-Moson-Sopron;Győr-Moson-Sopron;+36703127218;Levél;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
MR ICE KLÍMA KFT;Kalász u. 4.;klimamrice@gmail.com;9231;47.85740;17.29407;Győr-Moson-Sopron;Győr-Moson-Sopron;+36302885474;Máriakálnok;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV)
Móvár Bér-Tech Kft.;Bástya utca 37.;info@bertech.hu;9200;47.87735;17.26841;Győr-Moson-Sopron;Győr-Moson-Sopron;+36703160352;Mosonmagyaróvár;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV)
Rewir Kft.;Fürdő tér 1;rewir1@hotmail.hu;9025;47.68807;17.62625;Győr-Moson-Sopron;Győr-Moson-Sopron;+36209585889;Győr;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Szabó Gábor Antal egyéni vállalkozó;Ady Endre út 70.;info@szabohutoklima.hu;9400;47.68335;16.56159;Győr-Moson-Sopron;Győr-Moson-Sopron;+36309571605;Sopron;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Szuper-Klíma Kft.;9024 Győr Ikva utca 42.;szuperklimakft@gmail.com;9024;47.66820;17.63739;Győr-Moson-Sopron;Győr-Moson-Sopron;+3670340922606202096918;Győr;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Teradsis Kft;Petőfi u. 26.;info@heatandcool.hu;9099;47.60763;17.80927;Győr-Moson-Sopron;Győr-Moson-Sopron;+36707735360;Pér;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV)
Thermo Protect Kft.;Vas Gereben utca 16. fsz. 5.;thermoprotectkft@gmail.com;9022;47.69005;17.64330;Győr-Moson-Sopron;Győr-Moson-Sopron;+36305072019;Győr;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Völcsei-markó Kft;Fő u 118;volcseimarkokft@gmail.com;9351;47.57017;17.07674;Győr-Moson-Sopron;Győr-Moson-Sopron;+36703698761;Babót;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
"""Pap Hűtéstechnika"" Szolgáltató Korlátolt Felelősségű Társaság";István út 123 9.em. 29.aj.;sandorpap09@gmail.com;4031;47.51818;21.60549;Hajdú-Bihar;Hajdú-Bihar;+36307324080;Debrecen;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Bt Hűtéstechnika Kft.;István út 131. 3/11;bthutestechnikakft@gmail.com;4031;47.51763;21.60535;Hajdú-Bihar;Hajdú-Bihar;+36308900739;Debrecen;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
COOL-FINISH Kft.;Levendula utca 14;orytibor@gmail.com;4251;47.59242;21.73722;Hajdú-Bihar;Hajdú-Bihar;+36709302280;Hajdúsámson;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés szerviz
COOLING HUNGARY Kft.;Kaskötő utca 18.;cng.cooling@gmail.com;4030;47.49627;21.65904;Hajdú-Bihar;Hajdú-Bihar;+36204613835;Debrecen;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Cloud Épületautomatika Kft.;Szárcsa utca 17.;info@cloud-epuletautomatika.hu;4079;47.52911;21.63155;Hajdú-Bihar;Hajdú-Bihar;+36304986613;Debrecen;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Contiki Kft.;Kurtgyarmat utca 8;tarkanyib@gmail.com;4032;47.55387;21.53692;Hajdú-Bihar;Hajdú-Bihar;+36303002000;Debrecen;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Electrocool Magyarország Kft.;Rigó u. 93.;balazs.molnar@electrocool.eu;4030;47.51051;21.64778;Hajdú-Bihar;Hajdú-Bihar;+36308111000;Debrecen;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Express Hűtéstechnikai Szervíz Kft.;Árpád u. 25;szerviz@expresskft.hu;4100;47.22338;21.52937;Hajdú-Bihar;Hajdú-Bihar;+36305772718;Berettyóújfalu;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
ILL-SZER Kft;Csenki utca 5/1.;illes.klimatechnika@gmail.com;4150;47.32542;21.11417;Hajdú-Bihar;Hajdú-Bihar;+36707339966;Püspökladány;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Mikó Hűtéstechnika Kft;Rákóczi út 46;miko.hutestechnika@gmail.com;4161;47.29258;21.22237;Hajdú-Bihar;Hajdú-Bihar;+36305673517;Báránd;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
PLUS MINUS CELSIUS KFT;Kárpáti Károly u. 20.;borula@gmail.com;4002;47.53428;21.69639;Hajdú-Bihar;Hajdú-Bihar;+36309780400;Debrecen;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
